key,volume,num_txs
sei17c693mpg3hxnun3s235q5ur7gtptmcprzz7qq7,0,150
sei16zfzwxmyegd9vjfp4z4xdaxj8uv7h6u8yufu6s,0,139
sei1w99d6y2c4v272ntg7lyr8c23a406q8rhjxlteg,0,97
0x451e39C3421811D72F02c61a9bdd4E93a7fEBbDC,0,73
0x790bAa37bE3cfacaDE101e613eC542e097C473d4,0,73
0x018ce2185a16F5Ce0C1f5eBa2B7739E5F49ca717,0,59
axelar1vjnmujulqy7pghld8wmf4k76kp8sx8q4ktfrx6,1548634,57
0xb16Ad1a21185823c780D0a69B777DbdcB9aB87d1,540381,46
0xE743a49F04F2f77eB2D3b753aE3AD599dE8CEA84,122145,42
osmo10xnqv49h7hh0gfspl7pq6w5nfqtkvj4rxzhel9,77334,41
umee10xnqv49h7hh0gfspl7pq6w5nfqtkvj4ru0ekd9,129372,39
0x69a5DD596f448A65fBD8b5aeB345CA53ea20bc71,45174,33
secret1qj5v553tt8hkh3nprp28utdcpkmp6fkaj3rmjq,87718,33
osmo1gngr6v78hu82j58mekljel9eg8697wn8chdqnw,47514,29
0x73f9EfAf5E30179e2915c5EF6F790A6A7E8A9794,701143,27
axelar1up0w59tkjv02c5tlde9wa03ep362stre00f3g6,1042434,27
sei1c95984pds84l09d9z6v8g77l96hslr0fqchvwn,0,26
0x74a965b984d4Ad33729A1E096DAB023dd5032277,0,25
osmo19yf7534sh6f6y949axqzgjq0fzg7fec98yls9g,208,22
0x69460570c93f9DE5E2edbC3052bf10125f0Ca22d,37848,21
0x451e39C3421811D72F02c61a9bdd4E93a7fEBbDC,0,20
umee175rkfyxgr3dra0a639a7elcqdcvt4xg2v44a3r,140688,20
0x65A8F07Bd9A8598E1b5B6C0a88F4779DBC077675,158911,19
axelar12hp7xwk4s6uxkdxsvl2hwc2undt8cmvmp4zvaj,3907374,19
secret1fhh7qwy6dc6kwfjeq4t4k70w2yhecgznlkg25r,32982,19
osmo175rkfyxgr3dra0a639a7elcqdcvt4xg2kcmjrr,114304,18
secret19ce6e60yp88mwp73wcy5tuk8cg58f2evzphqd3,9095,14
axelar1sda7sdratsynxu4q699p9mt6rtjr3ja4ydd5ll,215498,13
osmo1ezd6qrpjjj7mgpk8dq2tulnmvzc7mggvkxzfye,14012,13
tori1084tlcxdev5d54ccy3f6j8a26hgzh2acp35hlx,2693,13
0xF30aA4F9AdEcb8bB209F764D300CbF78341d5e55,0,11
rebus16ylcjqaz9xsnmt7mlw2uh2lsum4etn7zzhu7h9,518,11
0xD5A36e1575E0893B034448633699ce653932c1C6,0,10
osmo14tvmne0n9awuxza5ajuevq9yj2vtr59d3anew3,9057,10
osmo16ylcjqaz9xsnmt7mlw2uh2lsum4etn7zmxvm4p,494,10
osmo17x64u2650r068zszqan5g24asjznzntgaqayh4,29688,10
sei12z92ax3grfgmznwzt4x3urpr4qde2pl0vs9qyq,0,10
sei1n34s7k68dq0g3jp04692m4awekd9krse92gzw8,0,10
stars1lttjtqh26d9dhy2v2kc74zdpd7yl2xtal28efc,2853,10
