key,volume,num_txs
0xE743a49F04F2f77eB2D3b753aE3AD599dE8CEA84,756525,139
0x00D7CEC20fA2Cefd2EdE00F77a7F22959B59A573,0,70
0xb16Ad1a21185823c780D0a69B777DbdcB9aB87d1,432419,40
haqq152xcf4cmgu9w7mckddss5cqp33l2qgulpkuxju,22524,21
secret10y7lf05umwxaewhycspn947a0v6zh9kz88g9hd,29781,19
secret1m0d5xqjzwltar4psc79lutgmnzr0k8hm3pugza,14729,14
xpla14h6t0nf0ajgaehnymd3nxfhcq0ekl6fr0ypfg8,51325,14
osmo1gngr6v78hu82j58mekljel9eg8697wn8chdqnw,50763,12
secret1nj92yw6yg33h9h27ccdlr9n2aveapyzdyhalpu,15588,12
0x69a5DD596f448A65fBD8b5aeB345CA53ea20bc71,7222,11
secret1js7nmmlans4gq0ch90urasqdj9eq74qvxlnepe,19789,11
sei1qfkfy0u69m0mgjvp95hz6quawc8uvg92vvmznv,0,11
0x69460570c93f9DE5E2edbC3052bf10125f0Ca22d,21404,8
osmo1tkelcm4rpx7cec5hpleyz855hs8fvuvt03uv53,1599,8
secret18xjuf08vfsqftchzcphw5ra3ww370warlcx0a2,10392,8
secret1k6gkldusp2dawnfnrrxjjc9x3d7cynush7gutv,6510,8
haqq1c7k9z0gyz4ap6ryd5nd7rnfs05nlptgpmdaedj,10247,7
secret1rfpf806d7w6nzwtjnv8wytacx4lrkecgr4jaxt,27335,7
secret1v4qy0e0z3rk7tjy4aahmm0vwvlysey2aku88ds,4418,7
secret1w708mt57f4lxddkw4tq8w7udda5am0glvwxmxj,4011,7
sei1w99d6y2c4v272ntg7lyr8c23a406q8rhjxlteg,0,7
0x2102C32A09cbCed4146C3db2D27Ae21a185bDa43,92612,6
0xDcc5b9BA5aB98DC38477831Ff359d81f911423eb,509,6
osmo19d9as4dm98sjkalg8hxv6dugvzprearu9tyvj0,6919,6
secret1se6v0yn7z535sq43rvuf082syj540yqd76pxs2,23340,6
secret1u4lvzvja7h2gu2tzey8sp3zvawna33muu37c0g,2967,6
sei1kg0tt7l4nqs2336ms4x5el8dv49nx23l2gd0f7,0,6
xpla1d5v77dl3rj3male4u7w7zjjpslnmufzdcgfdez,8679,6
c4e15f8tkyvxyle28nhet04lgtja7kg7803g5xd4nu,1193,5
osmo1kdkkzasnsuuh62ajva6cur6xp2anjd27g54p28,1358,5
osmo1nkrsk4e8jlfaprmn282zulhfvw00gagy999he3,1887,5
osmo1vmnc8x6vmwp4sfee3mraxfa4ykglv0zhw4fq0k,1650,5
0x6945c4618339b970901A7Efb8f476224602cCE4a,1001,4
0x9a361074B50e3946B437D6803da52dcf102FC8F5,11545,4
0xF30aA4F9AdEcb8bB209F764D300CbF78341d5e55,0,4
0xb28837949e7A3F1AC862036e8a0aE392c9fF9BB4,60140,4
0xD13785Ed96f48f347fFDEeef086997e3028Fd49a,276,4
axelar12u757vhngz24a7tnp8hed7rlghvypf8vyyy6ju,5032,4
axelar1mw5gwqzks6gp2unr7lxrjjpexrx863u765xudj,5004,4
axelar1v7t4jva8gdt69q3u969gjzczf9t0sjeq8zw5ts,2318,4
osmo1cetcmsvzmhxd5gja3wgc07hfs0wj8r9ejhe7pv,15,4
secret1k5xgkrxhl4aqc07hwndr6l65uxenm6plh897vj,994,4
secret1l8kth7evusyamxz7nawnzj6e6kl6j7hh5sc3nq,14253,4
secret1tat65u2cpqy7j5jn23ulvg7wddwkw2t8qwppzp,3496,4
0x26ff577818A40D1333944b7492E23619303f5d84,41698,3
0x55073c571fc094D9BC18C28767D2b23548F1DC2E,116284,3
0x8dBEE8F3917049Bc30fEF01924A7AC79d16Cf2b9,3606,3
0x909AF03dCfa0d44dE60D9BAD175C6f0EadC59F8e,317,3
0xD5A36e1575E0893B034448633699ce653932c1C6,0,3
0xA6948d871C8b83151B6f7eeA3ab075ac737df291,252,3
0xc0ad993C76000a950782AB0561a524732CB27c7D,4659,3
0xdF7fA181D062D0978c1de952F3C2B44A0Aea4dF9,516,3
axelar183jp6nmc2gmmjp7yrphw05uz8gf6j9h4esh4l3,356,3
axelar1a082t7jkl8fzhqvm0vgcy5rtq7hfqkrdnwh8s7,81827,3
axelar1l4c0w4mmz45d9ekhv35xqtcceek6zcg27yl4cg,1303,3
evmos1at938yqkher4943jz9ye4wqq02vsfuh6hlkw0p,244,3
osmo18t563phwtx988w3k32mtwy96xw4d6kjpwn5tph,3179,3
osmo1g6at39dmmydxlhegwzrpph0wdc3f233u2tle62,30,3
osmo1l5aux3svde97vlh7j05hlc5xcr7sh98jhmz45u,18295,3
osmo1mw5gwqzks6gp2unr7lxrjjpexrx863u7kprysp,4,3
osmo1z0smdyt0agj8tj848s5y29m4grktr44tjwqfhl,319,3
secret17dlx8ae3wppurv97g8pk2q4jcsucr80kp8489s,826825,3
secret1gpzs7yhea839rr64psan9dmek9zzj9hd6ka266,147373,3
secret1j8t0helyz4exz7grvq2a400zdh3dmxhg6c5cru,6997,3
secret1s7054dtzcsf7vjv5yh8d65d7tdppa0pf69f7p0,1339,3
secret1tqgucd38fzneuw79ng7l9lf6cu2uz8j9rj8t2d,15511,3
0x094340f379205CDb432AD79fb8116C515FD2238B,876885,2
0x1dfEe8cD7077a477eDD834BeBE8F130234Bf8451,2266,2
