key,volume,num_txs
sei17c693mpg3hxnun3s235q5ur7gtptmcprzz7qq7,0,165
0x74a965b984d4Ad33729A1E096DAB023dd5032277,0,135
0x5815DB4518902973aAC8b91D64b60EB2190FdCeF,0,124
0xE743a49F04F2f77eB2D3b753aE3AD599dE8CEA84,23082,102
sei1w99d6y2c4v272ntg7lyr8c23a406q8rhjxlteg,0,88
sei16zfzwxmyegd9vjfp4z4xdaxj8uv7h6u8yufu6s,0,85
0x018ce2185a16F5Ce0C1f5eBa2B7739E5F49ca717,0,73
sei1c95984pds84l09d9z6v8g77l96hslr0fqchvwn,0,70
0x69460570c93f9DE5E2edbC3052bf10125f0Ca22d,18160,41
0xF30aA4F9AdEcb8bB209F764D300CbF78341d5e55,0,38
0xAa573f94bcca0a8083846430BA5120EddbfCa055,17493,18
sei1n34s7k68dq0g3jp04692m4awekd9krse92gzw8,0,18
0xb16Ad1a21185823c780D0a69B777DbdcB9aB87d1,225295,16
secret1luw733xuuae5arjc3laugxv7rkwnrdy3n7685d,22768,16
osmo19yf7534sh6f6y949axqzgjq0fzg7fec98yls9g,216,15
0x6dF7794cF76FaA1831A00e8a812a1Cd0e65082b1,4628,12
0xa8e669ED006112abd053d77a87D9bD0Ec1432C37,244483,12
sei17m6wmurxlqa3sn93rujvn9y0n9u8y6wudes8xn,0,11
osmo12afx74mey05dpllkxsaqexhyeljstnuvsaug5y,13710,10
0xDEb3994785Bfc8863e808df0E0C43C9C0058d7c9,2426,9
osmo1ckj6chargnafjurufc8gn9qs79af7pgk5ngv6d,165,9
secret14mp3w6d72csryzmw402azcnsv6s288uuycysst,361,8
0x3e93b985c0ac65C00B176213066904f3Ca47cACF,0,7
0x4c439c2A4C0b3bEB11bF7279BCdAaC07A70fB995,17470,7
0x65A8F07Bd9A8598E1b5B6C0a88F4779DBC077675,31696,7
osmo16ylcjqaz9xsnmt7mlw2uh2lsum4etn7zmxvm4p,260,7
osmo1l5aux3svde97vlh7j05hlc5xcr7sh98jhmz45u,27732,7
sei1n5al3w2f9tccatwfgkap2x0fkauwqz836xlumg,0,7
umee1gpleadeggjjttv3y57xsd3xezha83uqwxfp70x,14059,7
osmo175rkfyxgr3dra0a639a7elcqdcvt4xg2kcmjrr,23453,6
secret1w708mt57f4lxddkw4tq8w7udda5am0glvwxmxj,8056,6
0x0143fd08488eA19dCa3b22615a5a175E02425Dc4,53,5
0x1affD761D7B741236B059FB03b33352d23DC2B47,8635,5
0x73f9EfAf5E30179e2915c5EF6F790A6A7E8A9794,88977,5
0x75207e413C8C7E2B0f6ADd9335a56A6eF369d7Ab,41520,5
0x9048b9135bF2c0119154f8C007b1a51566106137,13723,5
0x98bA19c8fd262709838AA4B5Bc7862857C35dD85,22310,5
0xF8595Ee8bEdDfC1e0789c4Ce02C48b4fBA7443C0,25662,5
0xd3b47625f4339c998894848b93d306124a638edA,3644,5
axelar10y3xt4zjx8348f76zdu98jknv69xwz6qk0gylf,3319,5
axelar19t2ux6g4zpqutl5uapj92lxqkk7klstj2pcek4,53182,5
osmo15qtk02q46zxxmhnjj65zqq2046nq8sshjc7cw9,661,5
osmo1d9j83ll3e0jh5w8kycjcmzcm2wdy0mr3ql0sgd,13103,5
osmo1gpleadeggjjttv3y57xsd3xezha83uqwuy03ax,9424,5
sei1tmtpfl965s0mscqhgyfzxu02x28wym0lckrcdu,0,5
stars1lttjtqh26d9dhy2v2kc74zdpd7yl2xtal28efc,2034,5
umee175rkfyxgr3dra0a639a7elcqdcvt4xg2v44a3r,15149,5
0x096dd1eD11B24b5D2eDB52e11da22Ea8736A6CB2,4833,4
0x88Da00162f5c55a9ddAfbD30f67e499Ea98Da47d,191856,4
0x8CF877e91118Ab50Ff00dE1e6E6A566c9C2B8228,40020,4
0x9f8c163cBA728e99993ABe7495F06c0A3c8Ac8b9,656078,4
0xCE350328d452f02CE2387C989b6a97C341B97533,79,4
0xDd065E6219730941818b2CBfFE01d73b9C601333,34710,4
axelar14ffx77zv77qa6jp89r3fa64tk44t2qsgy498pc,1712,4
axelar180fxmw485fggv0yety79dhg4kn74gxet8mr0r2,262,4
ki13dttgpx45usvw2pkeveyv62f6mfqyeqjd8qphn,4480,4
ki1c0z47y2z8k9mvsvkdpwasgktmc6hqk45g70a76,336,4
kujira1hv2hlgd24mdnyzk856yr6xugfhlp9ajwkev46q,1994,4
osmo1fe4fknhcc4gx95nwzaymrudygc5y0t7qtgqldc,1846,4
secret1h2kh7guj4r6mj6yhysltu0n5e8nheuwdralfq6,2361,4
secret1k5xgkrxhl4aqc07hwndr6l65uxenm6plh897vj,8297,4
secret1lv98qd8rugw2c9etvt06l4nehk2twyug366quj,39002,4
secret1s7054dtzcsf7vjv5yh8d65d7tdppa0pf69f7p0,1291,4
secret1stemvepsrquql0ewa90nvgvgll8s59x92an7qr,796,4
stars1zl6avgsqrxdqctwzuq7vzhfwx8yguzdwgawcrx,1013,4
umee1fk7c4nzlddph5wtptwz8yxnx5hug34fwh68x78,2155,4
0x02Ae4716B9D5d48Db1445814b0eDE39f5c28264B,4697,3
0x154Cd317043A561e5D7BeA5363e0ae20d726D70e,369452,3
0x1C3a068430F8fE592703D07B9fd063d47BDe8ABa,1711,3
0x2bFf932aF4a563B32Fe4281c876cd558bcd844e9,481,3
0x2F92e123db45daCFe1536FC9806523EAa9aEf5FC,9462,3
0x4fdb601aEBf2C6Ad947d97a00B7eeAf71cC5BF93,24321,3
0x69a5DD596f448A65fBD8b5aeB345CA53ea20bc71,4824,3
0x7badEC1b4EA0F96b77F60e4664707b2D4DE6916F,3371,3
0x916B1f14Ee6d1b5a948e50A575873865c965aa12,0,3
0xA14c28D19007Da81bC0De5be416cba0ca5961e0C,1395,3
0xCddc5d0Ebeb71a08ffF26909AA6c0d4e256b4fE1,465422,3
0xD164BDe670eB5F5d9e34E7258082385FE831A7Be,998,3
0xeAeb24fadc977841F29d7dAa7d80644785aDA634,145,3
0xFb55985878Edea42d3E7AaCC9Da25b83ef2C13F3,956,3
0xfEB86f7F2b60A00435a7D9419f2C440Ab47512EE,434,3
archway1zsdk7v4d5klh6pf9tgr4jqtxgdmlpylr97q7ke,178739,3
axelar1rhfwuk0f5ft2watjaxx07d99jhf3c8u4mjtdsz,139530,3
axelar1z7ml3yp2sqguptlehv2fmhexpjw8sqsvuunjmv,34724,3
ki1rng585ex024csm3mqwrpug4lk0elfvxu8l33vw,2701,3
kujira175rkfyxgr3dra0a639a7elcqdcvt4xg20t26cm,8104,3
kujira1jwlwf8sssf8vcgvskfze266c7au742jtkac9px,425,3
kujira1ketq3wnacxmnkdv2s3em3kjpmj0wef3h2zcvp6,236,3
nolus1ppsp2xsudeu2efupthxuyp6fd8ksyx7uyflddz,3583,3
osmo1044qatzg4a0wm63jchrfdnn2u8nwdgxxt6e524,7583,3
osmo108t6djm7mvuxwgtm8hrk7vzumue506tvr7003u,120,3
osmo17c9ywfjw8tjss76w7epfpeu59afa8eglp7umx7,11112,3
osmo17ujmcwzs5elydem9ax5edrgrep78f95lnmmzcj,235853,3
osmo1gw83d0kxgfcy44z90dekjum3msqng03xz7fj9e,43,3
osmo1hqneht9gd4rwjshyytv7r8rs0ya55cglcxfhjv,3032,3
osmo1ncrjuggwa6x9k9g6a7tsk4atmkhvlq58qrj9cx,5141,3
osmo1rvq5cq2j35k7sqqz49e5e8zezl45fcywcawazh46qnc0g96d0d6sasqsgc,898,3
secret19ww0tjltea0ymv9jfrd7jungrs6vh89shzsve8,22583,3
secret1ch6m799rrd863atjn4mkxwjysls6vcju0kyhvv,3249,3
secret1ks6aafpynu0x9pfx08xx5xnmgyxtn436nra4j7,19353,3
sei179ydrauxhcl3gknugzsgwc2drf3ujefsc0cq05,0,3
sei1ed2gq9zw0ngrav5ltlrlfvwu6uvn3uepx6q96k,0,3
0x13E331d73a4EfF73b8987d3201A7Bb2B535831E4,210557,2
0x1771C124c1378a2DAe61331eE8c523a6F0Fa027e,4749,2
0x1BCA45161b0A12b33F3B82F0594b8e19Fe523685,0,2
0x1acA19D8Bdb35789279d2109A8Dc29a492E4B3F1,106,2
0x1C73F5E620bed476dee71659761034F4D18976BB,6960,2
0x2aeE0765C521Eb12DB3514915f289b0b6f64A6F5,10,2
0x32aDBf79cc55CCeD3Ef78FbC3144B3DaCb846181,56,2
0x3DE3A257f0e50AF9bf48Aea633e06085695D9C1B,1381947,2
0x45a6e007c874Ffc6321D6fB90eAC272Dd6864bFA,1490,2
0x51E763De01396DBd002ecEaAc4F0b4776B876aA5,3554,2
0x55CdF864e62A50505B7D478a04c5b46a33236ea0,299,2
0x650025113358ECE7C69fcD4F9bBcC637B8cd9b8F,5096,2
0x6a01dD8e6384Fe7835Cb5cf124201bBd8A670056,644,2
0x6da6BD71351a63EB1E5b075d634e2010d4Be563D,265,2
0x7c1124184c6F0952e5fB4ACd1246aD1197BFf1C7,2010,2
0x8894E0a0c962CB723c1976a4421c95949bE2D4E3,552975,2
0x9117900a3794AD6D167Dd97853f82A1aA07F9BBc,77,2
0x9d54ea391F9366aF5685Ad555d0851883e649970,5543,2
0xCe6807E114De0B3E789Ae8914Ff428b03d0127C6,1530,2
0xD7aCD5345cDa271Ba2F1058a000BcB5d932538F8,4577,2
0xDB1851a772aF91162Cd33512bE5F09B744420833,945,2
0xAbf07FB6af9f8C125B7897398bf4fd9bAd5D1AE0,102121,2
0xb0F309C9857fe52fF35CEb888E7810D9857563fb,14637,2
0xC62a99F1a9887005Cb4772ed5860926B3c878a9A,26433,2
0xc7f89cD77F2FC4E70209b9BAc23AFBc9BB78Bb44,25052,2
0xCF7d9BAD79D032c1c0570122CBd163B1598976A4,3795,2
0xd8e4e7674f8E82c099A52Acc0eAFAD3414FCF3c1,2104,2
0xdb063A41A360Ef18318CbD9d94c6Bf4F8b0a872e,0,2
0xdb2e420e583A81e9896B83E333363BDc5c550f46,28613,2
0xe2fc31F816A9b94326492132018C3aEcC4a93aE1,110,2
0xe9f75722119EA117351c7C54D6e6Fe9ee2f8c715,3243,2
0xeDb5330B19f177fb732E73a3F7F0FAa0C995D9A5,624,2
0xEe9dB42A7A7E82Ce11Ee499fF687E1492acE6166,1534,2
0xF77AD9b8DADF8Fcc1C951d857c61698941094a05,1097,2
0xfa5B463D2f9Eaf14708C13afC13BDbDa306e2EE9,0,2
archway1dcmxfq3ejh4h49wsx37932yhdyt7ecfshxfw2d,24731,2
archway1uym3mu9xsdvykvr320aefkp6vh78mgva2nu20f,6032,2
axelar10ur0ekc2mkcus0mphfgvf2cu2u8xfgawkcl2p4,252,2
axelar12e2q80kwazlwlzuq6dsw8w26cmuvhm75v982u8,62,2
axelar158lmlm9nuya6vscj6helc0z8hnaxdxryj7exhk,5366,2
axelar163yrndu0dewvv5fttgry8hj22q556dmt06058p,56618,2
axelar1a082t7jkl8fzhqvm0vgcy5rtq7hfqkrdnwh8s7,17970,2
axelar1cfqu070jzduxcu7g20xtgmzfmkp87x3luk4n3f,1011,2
axelar1crqkxrq8ppp86j8kx0f3qr86vl4007ds7x9myv,56196,2
axelar1d5quu2cjgsvxa75jmeezhxs7u8sr877yvwr0j3,2999,2
axelar1fk7c4nzlddph5wtptwz8yxnx5hug34fwpzv335,1302,2
axelar1jguulxpyrlssjwr9amhc074rmkp88cad954hyq,431,2
axelar1kjpp0ymye7d8uhguf4p6erm4dqm7xgkdp5rl58,0,2
axelar1l0x7squq7hpcw9w2dhl58pv8fq6qx85cha7x47,2623,2
axelar1p8p28hjznfa6rs4a90l4e85d064vf2lfucyexp,206071,2
axelar1rg47nzw0gtawkgcfvxnqd8tya976uqu2ng8k85,1389,2
axelar1w47xshjdr9c62xsypef6a4zllwqj76punzvz92,1331,2
axelar1y50g7xev6wrucqlz73lqtvc8jdxxx4vk5su843,15172,2
cosmos1w99d6y2c4v272ntg7lyr8c23a406q8rhl2walf,200,2
evmos1at938yqkher4943jz9ye4wqq02vsfuh6hlkw0p,4899,2
haqq1ylj36axpu99p9aanetr4c9ltfhd97yymtywry4,502,2
kujira10nqa0skq7gp54yxgfk82ec7kup0hmpgqlvh2tp,110,2
kujira1dx8en4lf8wk0vzha6rq9cwhd7fla0meftmxupc,109,2
kujira1gaq758v9ey5ac7xw3sattrchtqeswfhqhf537d,126,2
kujira1l9cvw93euz6yrpx8smzysd0k7t4a9uwy647rjz,238,2
kujira1nazl87qu8uly3etvu3fjvs3rmfykmxjf6suyrm,1495,2
