key,volume,num_txs
0x4cb6F0ef0Eeb503f8065AF1A6E6D5DD46197d3d9,255008,219
0xce16F69375520ab01377ce7B88f5BA8C48F8D666,301900,190
osmo10xnqv49h7hh0gfspl7pq6w5nfqtkvj4rxzhel9,136069,142
0x65A8F07Bd9A8598E1b5B6C0a88F4779DBC077675,213520,141
osmo16qwxuvz5tlmcg3apgrkza2uvjspdm4pj4rvag4,185195,117
0x82573c3012b40ed72f963677e0232734C5FDD5aA,50494,90
axelar1mv5j0nknrr4j8gw57cw5yahfd5yr80ldjffkxd,100082,85
0x9117900a3794AD6D167Dd97853f82A1aA07F9BBc,106134,82
umee10xnqv49h7hh0gfspl7pq6w5nfqtkvj4ru0ekd9,112845,77
osmo1mv5j0nknrr4j8gw57cw5yahfd5yr80ld7uvwm7,84872,72
osmo1awav8afwjqy0f8uzcqek8pd0er7d9jgr5qv9p6,29652,69
osmo15pqwz37m3248lgln6w8yf527nn5y0fd4gacvzm,37730,64
0xF37854e3668A3D69Ee078182Ce13eb6AdFd17128,48453,60
umee16qwxuvz5tlmcg3apgrkza2uvjspdm4pj0wzj64,67764,57
0xa311f7Ca3Eb2Fb98123A807f9b8e4BbbDBDcB2Ee,79500,56
0xc1e54dB7D6562e683F45981954BA1bFEfd85a5B2,54091,47
osmo1l2scvs2wve6lfz2ujgvrlkrsnw6g68dx7rnc3k,107213,45
0xc1e54dB7D6562e683F45981954BA1bFEfd85a5B2,43608,44
osmo1ppsp2xsudeu2efupthxuyp6fd8ksyx7u6zuze4,140614,44
0xBc74DA2E10c06C4b16E152682EF51A923bD4cE5A,28117,39
0xCa9c8D118c0B3b8B2a0470e8476A661D59B1Dd19,740852,38
0x5D1d392C16dDA1a3e5C2C5654F9B7a2c2D888D34,4085,33
axelar16qwxuvz5tlmcg3apgrkza2uvjspdm4pjekf94x,45748,33
0x69460570c93f9DE5E2edbC3052bf10125f0Ca22d,36245,32
kujira1awav8afwjqy0f8uzcqek8pd0er7d9jgrdnad6z,16187,32
osmo1yz4wmwawc50755s5k44v24cqp607yawm666x8x,432,31
axelar18mu7qnygp902uvqtwps9ns5fq582fr3jnuc53f,42243,29
0xDEb3994785Bfc8863e808df0E0C43C9C0058d7c9,47921,28
